dataset,method,model,mean,q90,std,raw
ionosphere,CV+,IForest,0.11,0.244,0.096,"[0.03, 0.28102, 0.076, 0.03096, 0.0755, 0.22083, 0, 0.05, 0.12, 0.24285, 0.0195, 0.30229, 0.101, 0.23669, 0, 0, 0.24085, 0.04, 0.22268, 0.18101, 0.124, 0.09, 0.0985, 0.0435, 0.1075, 0.055, 0.12, 0.032, 0, 0.03, 0.148, 0.1, 0.0925, 0.01, 0.0515, 0.13, 0.052, 0.12, 0.22602, 0, 0.20334, 0, 0.05, 0.30535, 0.25503, 0.32179, 0.37259, 0.1804, 0.14462, 0.021, 0.02429, 0.01, 0.15, 0.03, 0, 0.0042899999999999995, 0.1285, 0, 0.05, 0, 0, 0.15, 0.26067, 0.14584, 0.12, 0, 0.0325, 0.13, 0.06, 0.23701, 0.16334, 0.08429, 0.101, 0.06, 0.24084, 0.1175, 0, 0.17649, 0.05, 0.12, 0.31801, 0.26779000000000003, 0.21062, 0.1925, 0.0555, 0.0135, 0.15666, 0, 0.30095, 0.13, 0.17534, 0.02, 0, 0.0535, 0.03, 0.07, 0.01, 0, 0.22501, 0.20668]"
ionosphere,CV+,LOF,0.398,0.535,0.114,"[0.42362, 0.3228, 0.3399, 0.42, 0.38717, 0.45502, 0.39087, 0.44789, 0.352, 0.40784, 0.50269, 0.53138, 0.40983, 0.6, 0.30366, 0.31, 0.36467, 0.37997000000000003, 0.56303, 0.53609, 0.35919, 0.38798, 0.47401, 0.36429, 0.31, 0.367, 0.66054, 0.13, 0.216, 0.37294, 0.2425, 0.42896, 0.36829, 0.32, 0.53, 0.408, 0.4492, 0.35938, 0.44101, 0.34783, 0.265, 0.25979, 0.1955, 0.51386, 0.50086, 0.65, 0.13026, 0.30387, 0.46304, 0.4125, 0.545, 0.33429, 0.507, 0.67337, 0.498, 0.2, 0.45, 0.4567, 0.33504, 0.34, 0.2485, 0.47, 0.54, 0.37241, 0.30318, 0.48203, 0.25168, 0.45063, 0.2305, 0.37404, 0.282, 0.12129, 0.51853, 0.57306, 0.44, 0.251, 0.44601, 0.40601, 0.49137000000000003, 0.45, 0.43135, 0.33, 0.6062, 0.40203, 0.4718, 0.16, 0.41347, 0.38, 0.45038, 0.36792, 0.535, 0.4145, 0.34379, 0.4875, 0.41086, 0.4575, 0.51, 0.37, 0.3, 0.28]"
ionosphere,CV+,PCA,0.257,0.391,0.085,"[0.2626, 0.191, 0.33503, 0.19, 0.28482, 0.19, 0.33537, 0.37686000000000003, 0.1825, 0.2525, 0.30284, 0.29618, 0.15, 0.34535, 0.183, 0.38216, 0.19436, 0.201, 0.1875, 0.1535, 0.34301, 0.42699, 0.186, 0.21, 0.40551, 0.41468, 0.309, 0.1905, 0.18, 0.19, 0.40917, 0.2925, 0.36835, 0.21, 0.24879, 0.2175, 0.27, 0.29336, 0.20058, 0.095, 0.21, 0.28986, 0.1925, 0.31769000000000003, 0.19, 0.29101, 0.38884, 0.29686, 0.091, 0.40432, 0.11, 0.26, 0.39217, 0.198, 0.19, 0.1635, 0.2, 0.23, 0.215, 0.175, 0.11, 0.16, 0.19, 0.15, 0.35019, 0.19, 0.19, 0.257, 0.2545, 0.29634, 0.25351, 0.18, 0.19, 0.44496, 0.19, 0.27002, 0.186, 0.40451, 0.31181, 0.22, 0.295, 0.2025, 0.34086, 0.32502, 0.1955, 0.2605, 0.40248, 0.39067, 0.35001, 0.2525, 0.25, 0.1975, 0.29501, 0.33934, 0.36085, 0.39285, 0.165, 0.26662, 0.195, 0.19]"
breastw,SC,IForest,0.7,0.85,0.165,"[0.8136599999999999, 0.79465, 0.79626, 0.87107, 0.66392, 0.59685, 0.71065, 0.84858, 0.78788, 0.67226, 0.66618, 0.81911, 0.05, 0.73902, 0.71086, 0.73357, 0.6609, 0.508, 0.74052, 0.47825, 0.75373, 0.59945, 0.65407, 0.80752, 0.79548, 0.79606, 0.60452, 0.87217, 0.79782, 0.73495, 0.87488, 0.26213, 0.70222, 0.83739, 0.38183, 0.82185, 0.6342, 0, 0.63777, 0.75778, 0.91034, 0.46936, 0.78708, 0.86388, 0.78316, 0.80986, 0.8154, 0.88082, 0.78476, 0.54272, 0.62345, 0.52, 0.78191, 0.6513599999999999, 0.76734, 0.69875, 0.7352, 0.57991, 0.81675, 0.57381, 0.84148, 0.69606, 0.68405, 0.7207, 0.80207, 0.66814, 0.91939, 0.79974, 0.58902, 0.73107, 0.77712, 0.64304, 0.64373, 0.67628, 0.75538, 0.7157, 0.7953, 0.38, 0.86767, 0.77338, 0.74427, 0.63323, 0.77569, 0.74188, 0.80638, 0.13, 0.89471, 0.9321, 0.77921, 0.53, 0.80471, 0.70856, 0.74391, 0.72414, 0.6473, 0.5619999999999999, 0.64273, 0.82896, 0.7014199999999999, 0.79698]"
breastw,SC,LOF,0.519,0.79,0.265,"[0.20678, 0.65948, 0.78786, 0, 0.43455, 0.12755, 0.58122, 0.59357, 0.76081, 0.36186, 0.60364, 0.81904, 0.82409, 0.77425, 0, 0.5775, 0.19906, 0.62322, 0.22502, 0.45685, 0.64521, 0.82173, 0.7201299999999999, 0.82709, 0.78875, 0.68069, 0.8173, 0.16125, 0.0435, 0.63113, 0.47303, 0, 0.88, 0.55528, 0.84627, 0.64693, 0.48205, 0.70574, 0.58, 0.7293499999999999, 0.50085, 0.68, 0.77577, 0.45246, 0.70103, 0.06346, 0.57598, 0.19036999999999998, 0.29301, 0.76858, 0.62564, 0.015, 0.36, 0.66607, 0.22043, 0.77247, 0.82596, 0.2003, 0.59101, 0.5502, 0.64052, 0.707, 0.13144, 0.54005, 0.54353, 0.57824, 0.53438, 0.72204, 0.72247, 0.54566, 0, 0.55245, 0.02575, 0.74804, 0.71512, 0.61816, 0.58, 0.75957, 0.71033, 0.78596, 0.69015, 0.65365, 0.84832, 0.34083, 0.65601, 0.67206, 0.35337999999999997, 0, 0.057139999999999996, 0.006999999999999999, 0.75173, 0.05, 0.12304999999999999, 0.64127, 0.62042, 0.696, 0.79788, 0.65701, 0.66142, 0]"
breastw,SC,PCA,0.602,0.81,0.247,"[0.80413, 0.77144, 0.01, 0.75985, 0.12117, 0.7217399999999999, 0.63834, 0.79228, 0.56301, 0.64429, 0.61372, 0.81168, 0.26638, 0.63163, 0.01, 0.69471, 0.82, 0.60315, 0.67031, 0.74392, 0.65786, 0.87069, 0.74264, 0.67633, 0.78341, 0.7891199999999999, 0.74013, 0.7439, 0.48236999999999997, 0.5169, 0.64195, 0.42214, 0.78196, 0.66346, 0.64956, 0.043000000000000003, 0.64386, 0.74675, 0.7571, 0.72194, 0.85242, 0.8482, 0.61363, 0.85472, 0.77628, 0.5998, 0.74569, 0.6976, 0.78064, 0.77088, 0.01, 0.6373, 0.016, 0.80366, 0.65541, 0.0175, 0.69426, 0.74674, 0.5795, 0.1607, 0.58028, 0.74491, 0.13755, 0.71699, 0.59911, 0.59786, 0.5564, 0.42075999999999997, 0.64091, 0.65515, 0.84856, 0.74186, 0.62707, 0.82053, 0.017, 0.79071, 0.66645, 0.60248, 0.86728, 0.722, 0.7315699999999999, 0.81019, 0.71, 0.83909, 0.72675, 0.01, 0.80945, 0.69584, 0.04, 0.03642, 0.72227, 0.72941, 0.7383, 0.69263, 0.67666, 0.58809, 0.54171, 0.47537, 0.60797, 0.01]"
breastw,J,IForest,0.8,0.899,0.08,"[0.71583, 0.8586199999999999, 0.7857, 0.78876, 0.74347, 0.7955599999999999, 0.83972, 0.69317, 0.89975, 0.89205, 0.70768, 0.9069699999999999, 0.82204, 0.84944, 0.73442, 0.65942, 0.90119, 0.7190799999999999, 0.7954, 0.84808, 0.87367, 0.87092, 0.6624099999999999, 0.7408899999999999, 0.88321, 0.91419, 0.77168, 0.86247, 0.7499899999999999, 0.72606, 0.80028, 0.8442, 0.7109, 0.74632, 0.74117, 0.75592, 0.81277, 0.79112, 0.62942, 0.71186, 0.87, 0.87008, 0.89428, 0.89549, 0.76255, 0.73893, 0.75732, 0.80188, 0.83948, 0.83475, 0.69878, 0.80133, 0.89, 0.74377, 0.73206, 0.6857, 0.94616, 0.80288, 0.83568, 0.79398, 0.65595, 0.67859, 0.91471, 0.68821, 0.88421, 0.76729, 0.84913, 0.8424, 0.6439, 0.735, 0.87236, 0.88021, 0.67606, 0.94162, 0.88226, 0.7194, 0.7875, 0.89646, 0.93078, 0.89876, 0.86795, 0.82272, 0.89784, 0.72879, 0.7696, 0.76417, 0.86433, 0.88278, 0.92215, 0.90219, 0.73834, 0.7291, 0.73982, 0.70126, 0.87568, 0.82606, 0.7891199999999999, 0.76365, 0.82413, 0.67605]"
breastw,J,LOF,0.197,0.6,0.227,"[0.69767, 0.02417, 0.42293000000000003, 0.3619, 0.17048, 0.03392, 0.12729, 0.006670000000000001, 0.08723, 0, 0.005, 0.14437, 0.50214, 0.01, 0.05427, 0.40885, 0, 0.31429, 0.02, 0.16167, 0.046560000000000004, 0.005829999999999999, 0.22586, 0, 0.11973, 0.03409, 0.024, 0.05982, 0.14667, 0.15887, 0.008, 0, 0.07678, 0, 0.042, 0.04811, 0.51897, 0.67665, 0.49544, 0, 0, 0, 0.20403, 0.036230000000000005, 0, 0.2787, 0.17462999999999998, 0.05742, 0.00714, 0.14469, 0.56977, 0.14879, 0, 0, 0.20289, 0.13532, 0, 0.53247, 0.04668, 0.008, 0.25261, 0.61827, 0.74144, 0, 0.68601, 0.06217, 0.34847, 0.04, 0.59961, 0.25754, 0.13888999999999999, 0.46793, 0.32969, 0, 0.016, 0.69362, 0, 0.15329, 0.027880000000000002, 0.60369, 0.38079, 0, 0.40202, 0, 0.43723, 0.03784, 0.06719, 0.34052, 0.01445, 0, 0.68232, 0.63007, 0.23954999999999999, 0.59931, 0.61978, 0.07646, 0, 0.36717, 0.02, 0]"
breastw,J,PCA,0.779,0.893,0.087,"[0.79086, 0.74, 0.88537, 0.77778, 0.72714, 0.697, 0.81045, 0.66273, 0.737, 0.62238, 0.94859, 0.87998, 0.83046, 0.8699, 0.81815, 0.93082, 0.89, 0.68121, 0.797, 0.80032, 0.76952, 0.74138, 0.83039, 0.87882, 0.75332, 0.92259, 0.78598, 0.76452, 0.69357, 0.70806, 0.81566, 0.75645, 0.7506, 0.88266, 0.83506, 0.72958, 0.69939, 0.74432, 0.74482, 0.69621, 0.77978, 0.9432, 0.86893, 0.81001, 0.82607, 0.77061, 0.82624, 0.94392, 0.89179, 0.84395, 0.90677, 0.75552, 0.6924399999999999, 0.93, 0.77983, 0.75038, 0.69119, 0.63048, 0.85224, 0.70164, 0.67302, 0.71149, 0.75037, 0.65258, 0.71557, 0.75533, 0.76334, 0.66309, 0.74472, 0.6294, 0.95029, 0.65084, 0.60748, 0.82375, 0.82711, 0.77006, 0.73517, 0.82416, 0.79176, 0.88532, 0.65, 0.83097, 0.84316, 0.88634, 0.70614, 0.71401, 0.90465, 0.80321, 0.92785, 0.74351, 0.70636, 0.72184, 0.57794, 0.77695, 0.85557, 0.77657, 0.69772, 0.83861, 0.60832, 0.77935]"
breastw,J+,IForest,0.802,0.913,0.083,"[0.8777699999999999, 0.86561, 0.78838, 0.75851, 0.74261, 0.93913, 0.71946, 0.79458, 0.6737, 0.7649, 0.72939, 0.79033, 0.86311, 0.88135, 0.72233, 0.77053, 0.87485, 0.72151, 0.67003, 0.79496, 0.86522, 0.87713, 0.75923, 0.69729, 0.82859, 0.83161, 0.80648, 0.92098, 0.74889, 0.72168, 0.7978, 0.70606, 0.73656, 0.83918, 0.77084, 0.74714, 0.74686, 0.83432, 0.6892199999999999, 0.62926, 0.90052, 0.88952, 0.78897, 0.92532, 0.95951, 0.80062, 0.83939, 0.83279, 0.83801, 0.81413, 0.69701, 0.96, 0.74297, 0.80867, 0.95902, 0.73211, 0.70586, 0.80685, 0.78844, 0.84736, 0.65776, 0.75178, 0.88226, 0.67272, 0.65681, 0.91278, 0.8736, 0.85411, 0.74382, 0.64715, 0.88783, 0.89269, 0.89508, 0.67447, 0.71313, 0.92191, 0.80838, 0.88485, 0.92159, 0.88892, 0.81518, 0.8245399999999999, 0.76362, 0.85483, 0.71938, 0.80059, 0.9114, 0.89555, 0.93365, 0.91397, 0.75028, 0.72692, 0.74899, 0.69817, 0.74244, 0.80715, 0.82459, 0.6749499999999999, 0.88165, 0.82177]"
breastw,J+,LOF,0.198,0.6,0.227,"[0.02417, 0.03392, 0.69102, 0.12729, 0.08723, 0, 0.3439, 0.42293000000000003, 0.17048, 0.006670000000000001, 0.40885, 0, 0.01, 0.17137, 0, 0.05427, 0.50247, 0.16167, 0.31429, 0.02, 0.24836, 0.04156, 0.024, 0.005829999999999999, 0.04149, 0, 0.07574, 0.14667, 0.12011, 0.15887, 0.008, 0, 0, 0.04811, 0.51468, 0.49544, 0.07678, 0.67458, 0.042, 0, 0, 0, 0.20336, 0.030670000000000003, 0, 0.27834, 0.0511, 0.17462999999999998, 0.14469, 0.00714, 0.56977, 0.14846, 0, 0.20739, 0, 0, 0.13532, 0.53247, 0.05368, 0.008, 0.23895, 0, 0.61855, 0.74033, 0.34247, 0.68798, 0.07217, 0.59989, 0.25716, 0.04, 0.14024999999999999, 0.48358, 0, 0.016, 0.32631, 0.69362, 0.15329, 0, 0.60269, 0.02981, 0.38014, 0, 0.39411, 0.4514, 0, 0.03617, 0.34052, 0, 0.01445, 0.06719, 0.68268, 0.63439, 0.59931, 0.23954999999999999, 0, 0.07646, 0.60671, 0.027, 0.36717, 0]"
breastw,J+,PCA,0.778,0.891,0.088,"[0.66273, 0.737, 0.77778, 0.88815, 0.79068, 0.81045, 0.71914, 0.74, 0.687, 0.62238, 0.93082, 0.8466, 0.87998, 0.93984, 0.8699, 0.80032, 0.794, 0.81815, 0.68121, 0.89, 0.77158, 0.75304, 0.74138, 0.83006, 0.78598, 0.69357, 0.87798, 0.71468, 0.76352, 0.92226, 0.75609, 0.81566, 0.75036, 0.83506, 0.88266, 0.74432, 0.72958, 0.69939, 0.68621, 0.73482, 0.9432, 0.77978, 0.86865, 0.79251, 0.77061, 0.84395, 0.82607, 0.84, 0.94392, 0.88179, 0.74705, 0.93, 0.69444, 0.77998, 0.90677, 0.77983, 0.69119, 0.63173, 0.85224, 0.70164, 0.67302, 0.73169, 0.6548, 0.74533, 0.71259, 0.76334, 0.75037, 0.6194, 0.74472, 0.66536, 0.77006, 0.65017, 0.95029, 0.83095, 0.79697, 0.82375, 0.60748, 0.88508, 0.82416, 0.73489, 0.65, 0.83097, 0.70614, 0.72484, 0.88634, 0.71401, 0.82425, 0.92979, 0.90465, 0.80321, 0.70016, 0.72084, 0.77695, 0.77657, 0.57794, 0.60832, 0.69739, 0.84112, 0.85434, 0.7865]"
breastw,CV,IForest,0.797,0.909,0.085,"[0.8988, 0.90901, 0.86913, 0.75933, 0.70208, 0.7742, 0.78546, 0.76545, 0.72382, 0.67964, 0.75695, 0.86107, 0.87437, 0.81964, 0.62409, 0.95, 0.72535, 0.7409, 0.87052, 0.67533, 0.88761, 0.91827, 0.77387, 0.75281, 0.83312, 0.7265199999999999, 0.75473, 0.8669, 0.82984, 0.69853, 0.77136, 0.83156, 0.70504, 0.7435, 0.7847999999999999, 0.91319, 0.74558, 0.6698, 0.74426, 0.65183, 0.91194, 0.88757, 0.857, 0.81378, 0.7979499999999999, 0.85535, 0.95337, 0.78302, 0.77721, 0.88575, 0.64769, 0.97, 0.82901, 0.79739, 0.70574, 0.76101, 0.74236, 0.94772, 0.81412, 0.79022, 0.65171, 0.86223, 0.82834, 0.66296, 0.88326, 0.62013, 0.88418, 0.74654, 0.66232, 0.86538, 0.89096, 0.93458, 0.84984, 0.72073, 0.8538, 0.91802, 0.71949, 0.85, 0.81152, 0.76808, 0.87614, 0.72908, 0.84364, 0.8117, 0.79058, 0.93069, 0.84888, 0.71532, 0.90439, 0.83677, 0.71434, 0.70955, 0.74791, 0.84365, 0.85862, 0.66324, 0.69723, 0.6855, 0.84382, 0.7852]"
breastw,CV,LOF,0.168,0.553,0.216,"[0.01196, 0.09559, 0.05401, 0.14602, 0.23051, 0, 0.02417, 0.07813, 0.69541, 0.09471, 0.02128, 0, 0.02999, 0.33633, 0, 0.38663000000000003, 0, 0.02, 0.30952, 0.0415, 0.17223, 0, 0.03401, 0.024, 0, 0.05982, 0.03483, 0.03638, 0.11681, 0.26733, 0, 0, 0, 0.023780000000000003, 0.42454, 0.026000000000000002, 0.022000000000000002, 0.70579, 0, 0.28793, 0, 0, 0.20073, 0, 0, 0.2745, 0, 0.20274999999999999, 0.1172, 0.21342, 0.54623, 0, 0.08904999999999999, 0, 0.12516, 0.16737, 0.46408, 0.005, 0, 0, 0.7298, 0.08989, 0.004, 0.61027, 0.01, 0.69021, 0.014, 0.28997, 0.20975, 0.61241, 0, 0.12182, 0.008, 0.1682, 0.4204, 0.01662, 0.67781, 0, 0.32929, 0.45626, 0.06838, 0.47712, 0, 0, 0.3486, 0.22503, 0.02428, 0.04234, 0, 0.00444, 0.65631, 0.51488, 0.15256999999999998, 0.61517, 0, 0.64316, 0.04084, 0.021, 0.28873, 0]"
breastw,CV,PCA,0.745,0.9,0.135,"[0.78579, 0.76229, 0.777, 0.79973, 0.89796, 0.68226, 0.67256, 0.64879, 0.6171, 0.61375, 0.98, 0.67281, 0.16, 0.83149, 0.80284, 0.68805, 0.94, 0.6799499999999999, 0.81353, 0.79593, 0.75721, 0.82885, 0.83163, 0.79804, 0.85142, 0.79002, 0.49046, 0.76277, 0.75367, 0.69063, 0.77293, 0.71514, 0.87132, 0.79889, 0.70965, 0.73791, 0.71975, 0.85068, 0.719, 0.76573, 0.95177, 0.85026, 0.68784, 0.90365, 0.9466, 0.77587, 0.69172, 0.90715, 0.82456, 0.83954, 0.67859, 0.93, 0.62016, 0.9031, 0.78073, 0.73003, 0.7613, 0.86626, 0.70441, 0.5, 0.66999, 0.69706, 0.56548, 0.6441, 0.71795, 0.77789, 0.77125, 0.63523, 0.73591, 0.66671, 0.90708, 0.72471, 0.85946, 0.64656, 0.80266, 0.61158, 0.89988, 0.74298, 0.85543, 0.67924, 0.73, 0.82736, 0.89634, 0.62423, 0.73004, 0.067, 0.78036, 0.71611, 0.91483, 0.80243, 0.70483, 0.72484, 0.58005, 0.7843, 0.69082, 0.79938, 0.78175, 0.58501, 0.60567, 0.83974]"
breastw,CV+,IForest,0.798,0.903,0.082,"[0.74146, 0.91271, 0.77133, 0.8801, 0.72544, 0.81062, 0.6881, 0.74969, 0.85302, 0.719, 0.72539, 0.87369, 0.66702, 0.81181, 0.84807, 0.80066, 0.92988, 0.76996, 0.72572, 0.67945, 0.90292, 0.88806, 0.86251, 0.82346, 0.67071, 0.73133, 0.84594, 0.74069, 0.75434, 0.81057, 0.71979, 0.79018, 0.72629, 0.90409, 0.69154, 0.73776, 0.75475, 0.83158, 0.77706, 0.65232, 0.90927, 0.897, 0.89457, 0.92652, 0.90165, 0.79339, 0.81471, 0.73281, 0.79786, 0.87461, 0.67238, 0.98, 0.79498, 0.7425499999999999, 0.72676, 0.96061, 0.69835, 0.85246, 0.81567, 0.7902, 0.8036, 0.68312, 0.88112, 0.6575799999999999, 0.69598, 0.87469, 0.85877, 0.76641, 0.65679, 0.84856, 0.89315, 0.8164899999999999, 0.90201, 0.68284, 0.90519, 0.71313, 0.81511, 0.85503, 0.88125, 0.80585, 0.87719, 0.74448, 0.85142, 0.79423, 0.7274, 0.8033399999999999, 0.89107, 0.91727, 0.79807, 0.9158, 0.72002, 0.71123, 0.74843, 0.69563, 0.8222, 0.73494, 0.88041, 0.85672, 0.63128, 0.78674]"
breastw,CV+,LOF,0.211,0.614,0.235,"[0.18515, 0.04142, 0.04467, 0.32238, 0.13248000000000001, 0, 0.71792, 0.08741, 0.35324, 0.15291, 0.03528, 0, 0.02285, 0.49999, 0.01171, 0.0574, 0.40747, 0.35857, 0.042, 0.0475, 0.23434, 0.04795, 0.005829999999999999, 0.032, 0.06319, 0.1343, 0, 0.08872, 0.38702000000000003, 0.14859, 0, 0, 0, 0.53951, 0.040350000000000004, 0.054, 0.032, 0.74361, 0, 0.47873, 0, 0, 0, 0.2717, 0.32958, 0, 0.29919, 0.18901, 0.39085, 0, 0.62793, 0, 0.24008, 0.13, 0, 0.28212, 0.52954, 0.00571, 0, 0, 0.76657, 0.004, 0.6282, 0.17869, 0.01964, 0.7157, 0.33454, 0.039, 0.40882, 0.61343, 0, 0.18578, 0.008, 0.23199999999999998, 0.5543399999999999, 0.73593, 0, 0.46754, 0.02679, 0.43711, 0.35221, 0.25131, 0, 0.54635, 0, 0.05427, 0.11335, 0.30257, 0, 0.00571, 0.66574, 0.6185, 0.15007, 0.59439, 0.67306, 0.02371, 0.08311, 0.40035, 0.05, 0]"
breastw,CV+,PCA,0.74,0.899,0.141,"[0.80166, 0.79116, 0.89879, 0.74536, 0.65768, 0.72, 0.6473599999999999, 0.59174, 0.62112, 0.62375, 0.957, 0.67248, 0.16, 0.671, 0.82402, 0.81444, 0.93, 0.8068, 0.6789499999999999, 0.79274, 0.77162, 0.84309, 0.7961, 0.84256, 0.806, 0.49139, 0.78279, 0.74157, 0.76084, 0.68684, 0.7774, 0.69714, 0.87691, 0.79146, 0.87557, 0.70878, 0.70417, 0.74256, 0.72336, 0.77695, 0.94177, 0.84889, 0.63523, 0.91284, 0.77845, 0.94, 0.67394, 0.90715, 0.8218, 0.85, 0.68376, 0.89, 0.53717, 0.77428, 0.90565, 0.86709, 0.43, 0.75528, 0.76008, 0.69768, 0.66855, 0.71519, 0.51834, 0.72786, 0.72397, 0.6470899999999999, 0.67028, 0.76919, 0.7353, 0.62219, 0.92179, 0.88109, 0.69739, 0.65585, 0.61874, 0.80944, 0.85488, 0.93546, 0.7447, 0.67484, 0.72, 0.84802, 0.64478, 0.89634, 0.73821, 0.04, 0.7598, 0.71302, 0.92872, 0.80048, 0.7048099999999999, 0.72298, 0.58712, 0.78684, 0.82812, 0.69006, 0.55589, 0.83778, 0.77555, 0.61004]"
wbc,SC,IForest,0.174,0.476,0.186,"[0.37086, 0.09, 0, 0.06534, 0, 0.54557, 0, 0, 0.1266, 0, 0.12, 0, 0.43512, 0.03378, 0.09, 0.49787, 0, 0.53399, 0.07212, 0.003, 0.3765, 0.315, 0, 0.27056, 0.54164, 0.51837, 0, 0.13929, 0.0975, 0, 0.1125, 0, 0.03378, 0.28688, 0.30522, 0.135, 0.32316, 0.338, 0.46679, 0.165, 0, 0.32873, 0.33909, 0.55501, 0, 0, 0.53616, 0.4305, 0.1425, 0.24429, 0, 0, 0.06, 0.4406, 0.2045, 0.135, 0.58215, 0, 0, 0, 0.05154, 0, 0, 0.1455, 0.06331, 0.2025, 0.2655, 0, 0.387, 0.47423, 0, 0, 0.2625, 0, 0.12, 0.14553, 0.075, 0, 0.09558, 0.3805, 0, 0, 0.44086, 0.29517, 0.1125, 0, 0, 0.2467, 0.253, 0, 0, 0, 0.195, 0.52251, 0, 0.22444, 0.105, 0, 0.47844, 0.47565]"
wbc,SC,LOF,0.222,0.492,0.187,"[0.379, 0.4225, 0.15702, 0.5355, 0, 0.135, 0.12021, 0, 0, 0.3215, 0, 0.135, 0.1275, 0.225, 0.26537, 0.36912, 0.289, 0.3955, 0.40479, 0.2375, 0.28819, 0, 0.44929, 0, 0.30812, 0, 0.39677, 0.1425, 0, 0, 0, 0.34079, 0.51497, 0, 0.55129, 0.12, 0.534, 0.2025, 0.5343, 0, 0.31339, 0.274, 0.12, 0.31574, 0.34474, 0.423, 0.48919999999999997, 0.16608, 0.52503, 0, 0.40449999999999997, 0.44266, 0.2905, 0.15, 0, 0.195, 0.15, 0, 0.13608, 0, 0.06967, 0.27215, 0.009, 0.20841, 0.44808, 0, 0.36286999999999997, 0, 0.45153, 0.40391, 0.4395, 0.165, 0.18123, 0, 0, 0.3915, 0.258, 0.265, 0, 0.28358, 0, 0.54031, 0.54958, 0, 0.26, 0, 0.44723, 0, 0, 0, 0, 0.135, 0, 0.5166, 0.195, 0.144, 0.55387, 0.40429, 0.47407, 0.14994]"
wbc,SC,PCA,0.154,0.41,0.168,"[0, 0.21684, 0, 0.40968, 0.135, 0, 0, 0.40587, 0.044, 0, 0.1875, 0, 0.17373, 0.195, 0.179, 0, 0.02215, 0.11466, 0.14279, 0.036270000000000004, 0.3736, 0, 0.38240999999999997, 0, 0.53329, 0.345, 0.06789, 0.1575, 0.3615, 0.015, 0.37732, 0, 0.49130999999999997, 0.008579999999999999, 0.06, 0, 0.52749, 0.4793, 0, 0, 0, 0.27627999999999997, 0.256, 0.03003, 0.283, 0, 0.17049999999999998, 0.455, 0, 0.21518, 0.2555, 0, 0, 0.03678, 0, 0.075, 0.138, 0.379, 0, 0, 0.11094, 0.05695, 0.009, 0, 0.15538, 0.2655, 0.25087, 0.21237, 0.0635, 0.017159999999999998, 0.2015, 0.41133, 0.003, 0, 0.42, 0, 0.01537, 0.45045999999999997, 0.23058, 0.0225, 0.52535, 0, 0, 0.34997, 0, 0.38522, 0.305, 0, 0.03, 0.15, 0.0042899999999999995, 0.135, 0.01287, 0.359, 0, 0.008579999999999999, 0.086, 0.25703, 0.40625, 0.46484]"
wbc,J,IForest,0.586,0.882,0.256,"[0.22, 0.33, 0.52, 0.52, 0.83237, 0.059519999999999997, 0.5625, 0.8091, 0.9, 0.512, 0.8625, 0.5775, 0.41554, 0.37428, 0.4, 0.69788, 0.88001, 0.52113, 0.33, 0.92586, 0.63229, 0.51, 0.52545, 0.8015, 0.85421, 0.52, 0.4875, 1.0, 0.1305, 0.86797, 0.47963, 0.47408, 0.86737, 0.52, 1.0, 0.75875, 0.5415, 0.59395, 0.6365, 0, 0.32733, 0.85736, 0.4315, 0.55484, 0.2165, 0.55072, 0.50746, 0.393, 0, 0.85281, 0.7902, 0.8505, 0.858, 0.5960799999999999, 0.47058, 0.727, 0.7775, 0.77968, 0.4, 0.4, 0.61083, 0, 0.42816, 0.45461999999999997, 0.80416, 0.85221, 0.7985, 0.7494999999999999, 0.5538, 0.4, 0.9285, 0.6225, 0.27757, 0.9, 0.76, 0.12843, 0.22, 0.92502, 0.86, 0.7845, 0.73522, 0.68404, 0.11, 0.434, 0.22, 0.60928, 0.39249, 0.8992, 0.91436, 0.86118, 0.22, 0.8005, 0.69585, 0.89936, 0, 0.47934, 0.6592399999999999, 0.64182, 0.68018, 0.84121]"
wbc,J,LOF,0.54,0.813,0.231,"[0.54967, 0.50284, 0.52, 0.8015, 0.58, 0.4475, 0.43667, 0.127, 0.85004, 0.46699999999999997, 0.04, 0.516, 0.831, 0.756, 0.5464100000000001, 0.56834, 0.55742, 0.81179, 0.285, 0.8202, 0.91332, 0.1875, 0.5371, 0.4, 0.22, 0.40422, 0.76365, 0.316, 0.67, 0.1835, 0.74142, 0.66088, 0.67005, 0.26269, 0.45302, 0.8067, 0.68219, 0.58851, 0.89936, 0.06, 0.76499, 0.63687, 0.4, 0.7205, 0.586, 0.49804, 0.4535, 0.68121, 0.77282, 0.67, 0.66952, 0.52317, 0.555, 0.22, 0.4, 0.66117, 0.379, 0.4402, 0.1475, 0.11599999999999999, 0.583, 0.89147, 0.89933, 0.64, 0.54606, 0.47398, 0.52132, 0.27502, 0.146, 0.91833, 0.64313, 0.705, 0.4325, 0.73155, 0.22, 0.5864, 0.77, 0.63666, 0.375, 0.51729, 0.05, 0.90503, 0.80735, 0.67, 0.40917, 0.37671, 0, 0.80163, 0.04, 0.71347, 0.9125, 0.408, 0.79886, 0.38, 0.45051, 0.56836, 0.48427, 0.65878, 0.58074, 0.75367]"
